Name of State/UTs,District,Health Block,Type of Facility (Category),Name of Facility,Urban/Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),BADAULI,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),BADAWAD,Rural
Uttar Pradesh,Baghpat,Baraut,NONFUNCTIONAL AS AAM-SHC,BADKA,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),BARAL,Rural
Uttar Pradesh,Baghpat,Baraut,NONFUNCTIONAL AS AAM-SHC,BARAUT TOWN,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),BARWALA,Rural
Uttar Pradesh,Baghpat,Baraut,NONFUNCTIONAL AS AAM-SHC,BAWALI,Rural
Uttar Pradesh,Baghpat,Baraut,NONFUNCTIONAL AS AAM-SHC,BIJROL,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),BOHLA,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),BOODHPUR,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),CHACHARPUR,Rural
Uttar Pradesh,Baghpat,Baraut,NONFUNCTIONAL AS AAM-SHC,CHAOBLI,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),DHIKANA,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),GUNGAKHERI,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),GURANA,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),HASHANPUR JIWANI,Rural
Uttar Pradesh,Baghpat,Baraut,NONFUNCTIONAL AS AAM-SHC,HILWARI,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),IBRAHIMPUR MAZRA,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),IDRISHPUR,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),JAGOS,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),JALALPUR,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),JOHDI,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),JONMANA,Rural
Uttar Pradesh,Baghpat,Baraut,NONFUNCTIONAL AS AAM-SHC,KANDERA,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),KASIMPUR KHERI,Rural
Uttar Pradesh,Baghpat,Baraut,NONFUNCTIONAL AS AAM-SHC,KISHANPUR,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),KOTANA,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),LAYAN,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),LOHADDA,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),LUHARI,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),MAHAWATPUR,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),MALKPUR,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),OSSIKKA,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),RUSTUMPUR,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),SHABGA 1,Rural
Uttar Pradesh,Baghpat,Baraut,NONFUNCTIONAL AS AAM-SHC,SHABGA 2,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),SINOLI,Rural
Uttar Pradesh,Baghpat,Baraut,AAM-SHC (R),WAJIDPUR,Rural
Uttar Pradesh,Baghpat,Baraut,PHC-AAM (R),BAOLI,Rural
Uttar Pradesh,Baghpat,Baraut,PHC-AAM (R),BIJROL,Rural
Uttar Pradesh,Baghpat,Baraut,PHC-AAM (R),KANDERA,Rural
Uttar Pradesh,Baghpat,Baraut,PHC-AAM (R),KISHANPUR BARAL,Rural
Uttar Pradesh,Baghpat,Baraut,FRU CHC,BARAUT,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),AADAMPUR,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),BAMNAULI,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),BARNAWA,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),BEGHMABAD GHARI,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),BHARAL,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),BHOPRA,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),BIJWARA,Rural
Uttar Pradesh,Baghpat,Binauli,NONFUNCTIONAL AS AAM-SHC,BINAULI,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),CHIRCHITA,Rural
Uttar Pradesh,Baghpat,Binauli,NONFUNCTIONAL AS AAM-SHC,DAHA,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),DHANORA,Rural
Uttar Pradesh,Baghpat,Binauli,NONFUNCTIONAL AS AAM-SHC,DOGHAT,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),FAJALPUR,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),FOLAD NAGAR,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),GALHETA,Rural
Uttar Pradesh,Baghpat,Binauli,NONFUNCTIONAL AS AAM-SHC,GANGNAULI,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),HAJURABAD GHARI,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),JHOONDPUR,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),JIWANA GULIYAN,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),KAMALA,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),KANHAD,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),KERWA,Rural
Uttar Pradesh,Baghpat,Binauli,NONFUNCTIONAL AS AAM-SHC,KHAPRANA,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),MAVIKALA,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),MUKIMPURA,Rural
Uttar Pradesh,Baghpat,Binauli,NONFUNCTIONAL AS AAM-SHC,MULSUM,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),NANGAL,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),NANGLA RAVA,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),NIRPURA,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),PALRI,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),PICHOKRA,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),PUSAR,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),RANCHAR,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),SHAHPUR BANGANGA,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),SIRSALI,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),SOOJTI,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),TAMELA GHARI,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),TERA,Rural
Uttar Pradesh,Baghpat,Binauli,NONFUNCTIONAL AS AAM-SHC,TIKRI,Rural
Uttar Pradesh,Baghpat,Binauli,AAM-SHC (R),TITRAUDA,Rural
Uttar Pradesh,Baghpat,Binauli,PHC-AAM (R),DAHA,Rural
Uttar Pradesh,Baghpat,Binauli,PHC-AAM (R),DOGHAT,Rural
Uttar Pradesh,Baghpat,Binauli,PHC-AAM (R),MULSUM,Rural
Uttar Pradesh,Baghpat,Binauli,FRU CHC,BINAULI,Rural
Uttar Pradesh,Baghpat,Binauli,NON-FRU CHC,TIKRI,Rural
Uttar Pradesh,Baghpat,Chhaprauli,NONFUNCTIONAL AS AAM-SHC,ADARSH NANGLA,Rural
Uttar Pradesh,Baghpat,Chhaprauli,NONFUNCTIONAL AS AAM-SHC,ASARA  I,Rural
Uttar Pradesh,Baghpat,Chhaprauli,AAM-SHC (R),ASARA  II,Rural
Uttar Pradesh,Baghpat,Chhaprauli,AAM-SHC (R),BACHOD,Rural
Uttar Pradesh,Baghpat,Chhaprauli,AAM-SHC (R),BADARKHA,Rural
Uttar Pradesh,Baghpat,Chhaprauli,AAM-SHC (R),BASAULI,Rural
Uttar Pradesh,Baghpat,Chhaprauli,AAM-SHC (R),BODHA,Rural
Uttar Pradesh,Baghpat,Chhaprauli,AAM-SHC (R),CHANDANHERI,Rural
Uttar Pradesh,Baghpat,Chhaprauli,NONFUNCTIONAL AS AAM-SHC,CHAPRAULI    I,Rural
Uttar Pradesh,Baghpat,Chhaprauli,NONFUNCTIONAL AS AAM-SHC,CHAPRAULI   II,Rural
Uttar Pradesh,Baghpat,Chhaprauli,AAM-SHC (R),HALALPUR,Rural
Uttar Pradesh,Baghpat,Chhaprauli,AAM-SHC (R),HEWA,Rural
Uttar Pradesh,Baghpat,Chhaprauli,AAM-SHC (R),KAKAURKLAN,Rural
Uttar Pradesh,Baghpat,Chhaprauli,AAM-SHC (R),KAKRIPUR,Rural
Uttar Pradesh,Baghpat,Chhaprauli,NONFUNCTIONAL AS AAM-SHC,KIRTHAL  I,Rural
Uttar Pradesh,Baghpat,Chhaprauli,NONFUNCTIONAL AS AAM-SHC,KIRTHAL II,Rural
Uttar Pradesh,Baghpat,Chhaprauli,AAM-SHC (R),KURDI,Rural
Uttar Pradesh,Baghpat,Chhaprauli,AAM-SHC (R),LOOMB,Rural
Uttar Pradesh,Baghpat,Chhaprauli,AAM-SHC (R),LOOMB II,Rural
Uttar Pradesh,Baghpat,Chhaprauli,AAM-SHC (R),LUHARA,Rural
Uttar Pradesh,Baghpat,Chhaprauli,AAM-SHC (R),MUKUNDPUR,Rural
Uttar Pradesh,Baghpat,Chhaprauli,AAM-SHC (R),NANGAL,Rural
Uttar Pradesh,Baghpat,Chhaprauli,NONFUNCTIONAL AS AAM-SHC,RAMALA,Rural
Uttar Pradesh,Baghpat,Chhaprauli,AAM-SHC (R),RATHORA,Rural
Uttar Pradesh,Baghpat,Chhaprauli,NONFUNCTIONAL AS AAM-SHC,SHERPUR,Rural
Uttar Pradesh,Baghpat,Chhaprauli,NONFUNCTIONAL AS AAM-SHC,SILANA,Rural
Uttar Pradesh,Baghpat,Chhaprauli,AAM-SHC (R),SOOP,Rural
Uttar Pradesh,Baghpat,Chhaprauli,AAM-SHC (R),SOTHI,Rural
Uttar Pradesh,Baghpat,Chhaprauli,NONFUNCTIONAL AS AAM-SHC,TANDA,Rural
Uttar Pradesh,Baghpat,Chhaprauli,AAM-SHC (R),TILWARA SAKIN,Rural
Uttar Pradesh,Baghpat,Chhaprauli,AAM-SHC (R),TUGANA,Rural
Uttar Pradesh,Baghpat,Chhaprauli,PHC-AAM (R),ADRASH NANGLA,Rural
Uttar Pradesh,Baghpat,Chhaprauli,PHC-AAM (R),KIRTHAL,Rural
Uttar Pradesh,Baghpat,Chhaprauli,PHC-AAM (R),RAMALA,Rural
Uttar Pradesh,Baghpat,Chhaprauli,NON-FRU CHC,CHAPRAULI,Rural
Uttar Pradesh,Baghpat,,UAAM-SHC,Arjun Puram Near Babli Chungi,Urban
Uttar Pradesh,Baghpat,,UAAM-SHC,Jagdishpur,Urban
Uttar Pradesh,Baghpat,,UAAM-SHC,NEW RAMBAGH COLONEY,Urban
Uttar Pradesh,Baghpat,,UAAM-SHC,VIJAY NAGAR NEAR  BIJALI GHAR,Urban
Uttar Pradesh,Baghpat,,UPHC-AAM,Pathan Kot Baraut,Urban
Uttar Pradesh,Baghpat,,UPHC-AAM,Patti Chothran Baraut,Urban
Uttar Pradesh,Baghpat,Khekra,NONFUNCTIONAL AS AAM-SHC,AHMADNAGAR,Rural
Uttar Pradesh,Baghpat,Khekra,NONFUNCTIONAL AS AAM-SHC,BARAGAON,Rural
Uttar Pradesh,Baghpat,Khekra,AAM-SHC (R),BASI,Rural
Uttar Pradesh,Baghpat,Khekra,AAM-SHC (R),BHAGOT,Rural
Uttar Pradesh,Baghpat,Khekra,AAM-SHC (R),DAGARPUR,Rural
Uttar Pradesh,Baghpat,Khekra,AAM-SHC (R),FAKHARPUR,Rural
Uttar Pradesh,Baghpat,Khekra,AAM-SHC (R),FIROJPUR,Rural
Uttar Pradesh,Baghpat,Khekra,AAM-SHC (R),FULERA,Rural
Uttar Pradesh,Baghpat,Khekra,NONFUNCTIONAL AS AAM-SHC,GADHI KALANJRI,Rural
Uttar Pradesh,Baghpat,Khekra,NONFUNCTIONAL AS AAM-SHC,GHITORA,Rural
Uttar Pradesh,Baghpat,Khekra,AAM-SHC (R),GONA,Rural
Uttar Pradesh,Baghpat,Khekra,AAM-SHC (R),GOTHARA,Rural
Uttar Pradesh,Baghpat,Khekra,AAM-SHC (R),HARCHANPUR,Rural
Uttar Pradesh,Baghpat,Khekra,AAM-SHC (R),KATHA,Rural
Uttar Pradesh,Baghpat,Khekra,NONFUNCTIONAL AS AAM-SHC,KHEKRA,Rural
Uttar Pradesh,Baghpat,Khekra,NONFUNCTIONAL AS AAM-SHC,LAHCHODA,Rural
Uttar Pradesh,Baghpat,Khekra,AAM-SHC (R),LALIYANA,Rural
Uttar Pradesh,Baghpat,Khekra,AAM-SHC (R),MAVIKALAN,Rural
Uttar Pradesh,Baghpat,Khekra,AAM-SHC (R),MUBARIKPUR,Rural
Uttar Pradesh,Baghpat,Khekra,AAM-SHC (R),NIROJPUR,Rural
Uttar Pradesh,Baghpat,Khekra,NONFUNCTIONAL AS AAM-SHC,RATAUL,Rural
Uttar Pradesh,Baghpat,Khekra,AAM-SHC (R),SANKRAUD,Rural
Uttar Pradesh,Baghpat,Khekra,AAM-SHC (R),SHARFABAD,Rural
Uttar Pradesh,Baghpat,Khekra,NONFUNCTIONAL AS AAM-SHC,SINGHOLI,Rural
Uttar Pradesh,Baghpat,Khekra,AAM-SHC (R),SUBHANPUR,Rural
Uttar Pradesh,Baghpat,Khekra,AAM-SHC (R),SUNHERA,Rural
Uttar Pradesh,Baghpat,Khekra,NONFUNCTIONAL AS AAM-SHC,VINAYPUR,Rural
Uttar Pradesh,Baghpat,Khekra,PHC-AAM (R),BARAGAON,Rural
Uttar Pradesh,Baghpat,Khekra,PHC-AAM (R),KHEKRA,Rural
Uttar Pradesh,Baghpat,Khekra,PHC-AAM (R),RATAUL,Rural
Uttar Pradesh,Baghpat,Khekra,FRU CHC,KHEKRA,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Ahahar,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Andiyar,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Bagashara,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Biroli,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Chachrai,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Daravar,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Darora,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Fatehpur,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Ghana,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Harchandpur,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Jatpura,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Karanpur Kalan,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Katyawali,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Khushhalgadh,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Malakpur,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Mau,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Mohammadpur Bangar,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Mohrsa,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Pagauna,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Potabadshahpur,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Rajoora,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Salamatpur,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Salgwa,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Shikoi,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Shirora,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Sorkha,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Sunana,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Tal Bibyana,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,AAM-SHC (R),Tauli,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,PHC-AAM (R),Aahar,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,PHC-AAM (R),Dabka,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,PHC-AAM (R),Shikoi,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,PHC-AAM (R),Tal Bibiyana,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,24X7 AAM-PHC (R),Tauli,Rural
Uttar Pradesh,Bulandshahr,Anupshahr,FRU CHC,Anoopshahr,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Badshahpur,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Bhiroli,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Charora,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Ginora,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Gurawali,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Illana,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Ishanpur,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Jadaul,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Jalilpur,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Janhgirabad,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Jugasana kala,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Kakwari,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Khalor,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Kurana,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Mania Tikri,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Mullani,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Navinagar,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Pali,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Parwana,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Ratanpur,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Raura,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Rodha,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Rutha,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Sakhni,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Sojana,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,AAM-SHC (R),Titota,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,24X7 AAM-PHC (R),Ilna,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,24X7 AAM-PHC (R),Jadol,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,PHC-AAM (R),Pali Partapur,Rural
Uttar Pradesh,Bulandshahr,Jahangirabad,NON-FRU CHC,Janhgirabad,Rural
Uttar Pradesh,Bulandshahr,,UAAM-SHC,Mohall Chhepiyan,Urban
Uttar Pradesh,Bulandshahr,,UAAM-SHC,New Pathak,Urban
Uttar Pradesh,Bulandshahr,,UPHC-AAM,UPHC Jahangirabad,Urban
Uttar Pradesh,Bulandshahr,Agauta,AAM-SHC (R),Aguta,Rural
Uttar Pradesh,Bulandshahr,Agauta,AAM-SHC (R),Bhaisrolli,Rural
Uttar Pradesh,Bulandshahr,Agauta,AAM-SHC (R),Bhandoli,Rural
Uttar Pradesh,Bulandshahr,Agauta,AAM-SHC (R),Dakauli,Rural
Uttar Pradesh,Bulandshahr,Agauta,AAM-SHC (R),Damaida Kirat,Rural
Uttar Pradesh,Bulandshahr,Agauta,AAM-SHC (R),Hydrabad,Rural
Uttar Pradesh,Bulandshahr,Agauta,AAM-SHC (R),Jauligar,Rural
Uttar Pradesh,Bulandshahr,Agauta,AAM-SHC (R),Khangawli,Rural
Uttar Pradesh,Bulandshahr,Agauta,AAM-SHC (R),Khedi,Rural
Uttar Pradesh,Bulandshahr,Agauta,AAM-SHC (R),Lohgara,Rural
Uttar Pradesh,Bulandshahr,Agauta,AAM-SHC (R),Luharley,Rural
Uttar Pradesh,Bulandshahr,Agauta,AAM-SHC (R),Maithna Jagatpur,Rural
Uttar Pradesh,Bulandshahr,Agauta,AAM-SHC (R),Meerpur,Rural
Uttar Pradesh,Bulandshahr,Agauta,AAM-SHC (R),Nayaganw,Rural
Uttar Pradesh,Bulandshahr,Agauta,AAM-SHC (R),Nimchana,Rural
Uttar Pradesh,Bulandshahr,Agauta,AAM-SHC (R),Pavasra,Rural
Uttar Pradesh,Bulandshahr,Agauta,AAM-SHC (R),Pipala,Rural
Uttar Pradesh,Bulandshahr,Agauta,AAM-SHC (R),Sehi,Rural
Uttar Pradesh,Bulandshahr,Agauta,AAM-SHC (R),Semli,Rural
Uttar Pradesh,Bulandshahr,Agauta,AAM-SHC (R),Tatarpur,Rural
Uttar Pradesh,Bulandshahr,Agauta,AAM-SHC (R),Visundra,Rural
Uttar Pradesh,Bulandshahr,Agauta,24X7 AAM-PHC (R),Aulina,Rural
Uttar Pradesh,Bulandshahr,Agauta,PHC-AAM (R),Dhamera,Rural
Uttar Pradesh,Bulandshahr,Agauta,24X7 AAM-PHC (R),Luharli,Rural
Uttar Pradesh,Bulandshahr,Agauta,PHC-AAM (R),Pavsara,Rural
Uttar Pradesh,Bulandshahr,Agauta,NON-FRU CHC,Augota,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Achheja Ghat,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Akbarpur,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Alipur Gijhauri,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Bahalimpura,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Basaindua,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Bhaipura,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Chirchita,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Dariyapur,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Dhamarawali,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Fatehpur,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Hajaratapur,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Hasanpur,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Imila,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Jwarkhera,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Khalilpur Rath,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Kudawal,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Malagar,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Maman Khurd,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Maukhera,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Mirzapur,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Nathaila,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Navsaina,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Nimakhera,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Pachauta,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Pandri,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Rijhauda,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Sahakari Nagar,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Sikhera,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Sunahera,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Tajpur,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,AAM-SHC (R),Utarawali,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,24X7 AAM-PHC (R),malagar,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,PHC-AAM (R),Mirjapur,Rural
Uttar Pradesh,Bulandshahr,Bulandshahr,24X7 AAM-PHC (R),Utraowali,Rural
Uttar Pradesh,Bulandshahr,Gulaothi,AAM-SHC (R),Baral,Rural
Uttar Pradesh,Bulandshahr,Gulaothi,AAM-SHC (R),Barmadpur,Rural
Uttar Pradesh,Bulandshahr,Gulaothi,AAM-SHC (R),Bhootana,Rural
Uttar Pradesh,Bulandshahr,Gulaothi,AAM-SHC (R),Chaprawath,Rural
Uttar Pradesh,Bulandshahr,Gulaothi,AAM-SHC (R),Deoli,Rural
Uttar Pradesh,Bulandshahr,Gulaothi,AAM-SHC (R),Ganora Seekh,Rural
Uttar Pradesh,Bulandshahr,Gulaothi,AAM-SHC (R),Gulawathi,Rural
Uttar Pradesh,Bulandshahr,Gulaothi,AAM-SHC (R),Jainpur,Rural
Uttar Pradesh,Bulandshahr,Gulaothi,AAM-SHC (R),Kathala,Rural
Uttar Pradesh,Bulandshahr,Gulaothi,AAM-SHC (R),Khushalpur,Rural
Uttar Pradesh,Bulandshahr,Gulaothi,AAM-SHC (R),Kota,Rural
Uttar Pradesh,Bulandshahr,Gulaothi,AAM-SHC (R),Kurli,Rural
Uttar Pradesh,Bulandshahr,Gulaothi,AAM-SHC (R),Naya Bass,Rural
Uttar Pradesh,Bulandshahr,Gulaothi,AAM-SHC (R),Ustra,Rural
Uttar Pradesh,Bulandshahr,Gulaothi,PHC-AAM (R),Aurangabad Aheer,Rural
Uttar Pradesh,Bulandshahr,Gulaothi,24X7 AAM-PHC (R),Baral,Rural
Uttar Pradesh,Bulandshahr,Gulaothi,24X7 AAM-PHC (R),Bhatona,Rural
Uttar Pradesh,Bulandshahr,Gulaothi,NON-FRU CHC,Gulaothi,Rural
