Name of State/UTs,District,Health Block,Type of Facility (Category),Name of Facility,Urban/Rural
Kerala,Thrissur,Cherpu,SHC,FWC Chevoor,Rural
Kerala,Thrissur,Puzhakkal,SHC,FWC Chittilappilly,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Chiyaram,Urban
Kerala,Thrissur,Puzhakkal,SHC,FWC Choolissery,Rural
Kerala,Thrissur,Puzhakkal,SHC,FWC Chottupara,Rural
Kerala,Thrissur,Puzhakkal,SHC,FWC Edakkalathur,Rural
Kerala,Thrissur,Anthikkad,SHC,FWC Eravu in Alappad,Rural
Kerala,Thrissur,Cherpu,SHC,FWC Ettumuna,Rural
Kerala,Thrissur,Anthikkad,SHC,FWC Inchamudi,Rural
Kerala,Thrissur,Cherpu,SHC,FWC Kadalassery,Rural
Kerala,Thrissur,Ollukkara,SHC,FWC Kainur,Rural
Kerala,Thrissur,Puzhakkal,SHC,FWC Kaiparambu,Rural
Kerala,Thrissur,Anthikkad,SHC,FWC Kaippilly,Rural
Kerala,Thrissur,Ollukkara,SHC,FWC Kalathode,Urban
Kerala,Thrissur,Ollukkara,SHC,FWC Kallayi,Rural
Kerala,Thrissur,Anthikkad,SHC,FWC Kandassankadavu,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Kanimangalam,Urban
Kerala,Thrissur,Anthikkad,SHC,FWC Kanjani North,Rural
Kerala,Thrissur,Anthikkad,SHC,FWC Kanjani South,Rural
Kerala,Thrissur,Ollukkara,SHC,FWC Kannara,Rural
Kerala,Thrissur,Ollukkara,SHC,FWC Kattilappoovam,Rural
Kerala,Thrissur,Puzhakkal,SHC,FWC Keltron Nagar Vattayi,Rural
Kerala,Thrissur,Anthikkad,SHC,FWC Kizhakkummuri,Rural
Kerala,Thrissur,Anthikkad,SHC,FWC Kizhuppullikkara,Rural
Kerala,Thrissur,Cherpu,SHC,FWC Kodannur,Rural
Kerala,Thrissur,Ollukkara,SHC,FWC Kolankundu,Rural
Kerala,Thrissur,Puzhakkal,SHC,FWC Kolazhy,Rural
Kerala,Thrissur,Ollukkara,SHC,FWC Kompazha,Rural
Kerala,Thrissur,Ollukkara,SHC,FWC Konikkara,Rural
Kerala,Thrissur,Puzhakkal,SHC,FWC Kozhikunnu,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Kozhukully,Urban
Kerala,Thrissur,Notmapped,SHC,FWC Kunnathumkara,Urban
Kerala,Thrissur,Notmapped,SHC,FWC Kuriachira,Urban
Kerala,Thrissur,Notmapped,SHC,FWC Laloor,Urban
Kerala,Thrissur,Ollukkara,SHC,FWC Madakkathara,Rural
Kerala,Thrissur,Anthikkad,SHC,FWC Main Centre Alapad,Rural
Kerala,Thrissur,Anthikkad,SHC,FWC Main Centre Arimbur,Rural
Kerala,Thrissur,Cherpu,SHC,FWC Main Centre Avinissery,Rural
Kerala,Thrissur,Puzhakkal,SHC,FWC Main Centre Ayyanthole,Urban
Kerala,Thrissur,Notmapped,SHC,FWC Main Centre Koorkanchery,Urban
Kerala,Thrissur,Ollukkara,SHC,FWC Main Centre Madakkathara,Rural
Kerala,Thrissur,Anthikkad,SHC,FWC Main Centre Manalur,Rural
Kerala,Thrissur,Puzhakkal,SHC,FWC Main Centre Mulamkunnathukkavu,Rural
Kerala,Thrissur,Puzhakkal,SHC,FWC Main Centre Mundur,Rural
Kerala,Thrissur,Ollukkara,SHC,FWC Main Centre Nadathara,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Main Centre Ollukara,Urban
Kerala,Thrissur,Cherpu,SHC,FWC Main Centre Ollur,Urban
Kerala,Thrissur,Puzhakkal,SHC,FWC Main Centre Pamboor,Rural
Kerala,Thrissur,Cherpu,SHC,FWC Main Centre Paralam,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Main Centre Pattikkara,Rural
Kerala,Thrissur,Puzhakkal,SHC,FWC Main Centre Poomala,Rural
Kerala,Thrissur,Ollukkara,SHC,FWC Main Centre Puthur,Rural
Kerala,Thrissur,Puzhakkal,SHC,FWC Main Centre Tholur,Rural
Kerala,Thrissur,Ollukkara,SHC,FWC Main Centre Vallanikara,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Main Centre Vilvattom,Urban
Kerala,Thrissur,Ollukkara,SHC,FWC Malayamkolambu,Rural
Kerala,Thrissur,Anthikkad,SHC,FWC Manakody,Rural
Kerala,Thrissur,Anthikkad,SHC,FWC Manalur,Rural
Kerala,Thrissur,Ollukkara,SHC,FWC Mannamangalam,Rural
Kerala,Thrissur,Ollukkara,SHC,FWC Marakkal Vellakariyhadam,Rural
Kerala,Thrissur,Ollukkara,SHC,FWC Marottichal,Rural
Kerala,Thrissur,Ollukkara,SHC,FWC Mulayam,Rural
Kerala,Thrissur,Ollukkara,SHC,FWC Mullakara,Urban
Kerala,Thrissur,Puzhakkal,SHC,FWC Mundur,Rural
Kerala,Thrissur,Anthikkad,SHC,FWC Muttichur,Rural
Kerala,Thrissur,Ollukkara,SHC,FWC Nadathara Eravimangalam,Rural
Kerala,Thrissur,Cherpu,SHC,FWC Nedupuzha,Urban
Kerala,Thrissur,Ollukkara,SHC,FWC Nellankara,Urban
Kerala,Thrissur,Notmapped,SHC,FWC Nettisserry,Urban
Kerala,Thrissur,Notmapped,SHC,FWC Ollukkara,Urban
Kerala,Thrissur,Cherpu,SHC,FWC Oorakam,Rural
Kerala,Thrissur,Anthikkad,SHC,FWC Padiyam,Rural
Kerala,Thrissur,Anthikkad,SHC,FWC Painoor,Rural
Kerala,Thrissur,Cherpu,SHC,FWC Palakkal,Rural
Kerala,Thrissur,Anthikkad,SHC,FWC Palazhi,Rural
Kerala,Thrissur,Ollukkara,SHC,FWC Pattikkad,Rural
Kerala,Thrissur,Ollukkara,SHC,FWC Payyanam,Rural
Kerala,Thrissur,Anthikkad,SHC,FWC Pazhuvil,Rural
Kerala,Thrissur,Puzhakkal,SHC,FWC Peramangalam,Rural
Kerala,Thrissur,Ollukkara,SHC,FWC Peruvakulamgara Elamthuruthy,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Peruvamkulangara,Urban
Kerala,Thrissur,Ollukkara,SHC,FWC Ponganamkadu,Rural
Kerala,Thrissur,Cherpu,SHC,FWC Poothrakkal,Rural
Kerala,Thrissur,Ollukkara,SHC,FWC Poovanchira,Rural
Kerala,Thrissur,Puzhakkal,SHC,FWC Pottore,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Pudurkara FWC Ayyanthole,Urban
Kerala,Thrissur,Notmapped,SHC,FWC Pullazhi,Urban
Kerala,Thrissur,Anthikkad,SHC,FWC Pullu,Rural
Kerala,Thrissur,Anthikkad,SHC,FWC Puthenpeedika,Rural
Kerala,Thrissur,Ollukkara,SHC,FWC Puthur,Rural
Kerala,Thrissur,Anthikkad,SHC,FWC Somasehkara,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Thaikkattussery,Urban
Kerala,Thrissur,Ollukkara,SHC,FWC Thekkekulam,Rural
Kerala,Thrissur,Puzhakkal,SHC,FWC Thiroor,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Thiruvanikavu,Urban
Kerala,Thrissur,Anthikkad,SHC,FWC Vadakkummuri,Rural
Kerala,Thrissur,Cherpu,SHC,FWC Vadookkara,Urban
Kerala,Thrissur,Cherpu,SHC,FWC Valarkkavu,Urban
Kerala,Thrissur,Cherpu,SHC,FWC Venginissery,Rural
Kerala,Thrissur,Puzhakkal,SHC,FWC Viyyur,Urban
Kerala,Thrissur,Cherpu,SHC,main center vallachira,Rural
Kerala,Thrissur,Notmapped,SHC,UHWC Ayyanthole,Urban
Kerala,Thrissur,Notmapped,SHC,UHWC Calvery Centre,Urban
Kerala,Thrissur,Notmapped,SHC,UHWC Chettupuzha,Urban
Kerala,Thrissur,Notmapped,SHC,UHWC Kuttanellur,Urban
Kerala,Thrissur,Notmapped,SHC,UHWC Kuttankulangara,Urban
Kerala,Thrissur,Notmapped,SHC,UHWC Kuttumukku,Urban
Kerala,Thrissur,Notmapped,SHC,UHWC Mullakkara,Urban
Kerala,Thrissur,Notmapped,SHC,UHWC PARAVATTANI,Urban
Kerala,Wayanad,Panamaram,CHC,Panamaram CHC,Rural
Kerala,Wayanad,Mananthavady,CHC,Periya CHC,Rural
Kerala,Wayanad,Mananthavady,CHC,Porunnanore CHC,Rural
Kerala,Wayanad,Mananthavady,DH,DH MANANTHAVADY,Urban
Kerala,Wayanad,Mananthavady,PHC,Begur PHC,Rural
Kerala,Wayanad,Mananthavady,PHC,PHC APPAPARA,Rural
Kerala,Wayanad,Mananthavady,PHC,PHC EDAVAKA,Rural
Kerala,Wayanad,Mananthavady,PHC,PHC KURUKKANMOOLA,Urban
Kerala,Wayanad,Kalpetta,PHC,PHC PADINJARATHARA,Rural
Kerala,Wayanad,Mananthavady,PHC,PHC THONDERNAD,Rural
Kerala,Wayanad,Mananthavady,PHC,PHC Valad,Rural
Kerala,Wayanad,Mananthavady,PHC,PHC VELLAMUNDA,Rural
Kerala,Wayanad,Mananthavady,SHC,Alattil,Rural
Kerala,Wayanad,Mananthavady,SHC,Anchukunnu,Rural
Kerala,Wayanad,Mananthavady,SHC,Aranappara,Rural
Kerala,Wayanad,Panamaram,SHC,Arinchermala,Rural
Kerala,Wayanad,Mananthavady,SHC,Bavali,Rural
Kerala,Wayanad,Mananthavady,SHC,Chekkoth Colony,Rural
Kerala,Wayanad,Mananthavady,SHC,Cherukara,Rural
Kerala,Wayanad,Panamaram,SHC,cherukattoor,Rural
Kerala,Wayanad,Mananthavady,SHC,Ellumannam,Rural
Kerala,Wayanad,Notmapped,SHC,IGUHWC Pilakkavu,Urban
Kerala,Wayanad,Mananthavady,SHC,Kallody,Rural
Kerala,Wayanad,Mananthavady,SHC,Kammana,Rural
Kerala,Wayanad,Mananthavady,SHC,Karakkamala,Rural
Kerala,Wayanad,Mananthavady,SHC,Karimbil,Rural
Kerala,Wayanad,Mananthavady,SHC,Kartikulam,Rural
Kerala,Wayanad,Mananthavady,SHC,Kokkadavu,Rural
Kerala,Wayanad,Panamaram,SHC,Koolivayal,Rural
Kerala,Wayanad,Mananthavady,SHC,koombarakuni,Rural
Kerala,Wayanad,Mananthavady,SHC,Kunhome,Rural
Kerala,Wayanad,Mananthavady,SHC,Kunnamangalam,Rural
Kerala,Wayanad,Mananthavady,SHC,Kuzhinilam,Urban
Kerala,Wayanad,Mananthavady,SHC,Main Centre 24X7 PHC APPAPARA,Rural
Kerala,Wayanad,Mananthavady,SHC,Main Centre 24X7 PHC EDAVAKA,Rural
Kerala,Wayanad,Panamaram,SHC,Main Centre CHC PANAMARAM,Rural
Kerala,Wayanad,Mananthavady,SHC,Main Centre CHC PERIYA,Rural
Kerala,Wayanad,Mananthavady,SHC,Main centre CHC PORUNNANORE,Rural
Kerala,Wayanad,Mananthavady,SHC,Main Centre PHC THONDERNAD,Rural
Kerala,Wayanad,Mananthavady,SHC,Main Centre PHC VELLAMUNDA,Rural
Kerala,Wayanad,Mananthavady,SHC,Makkimala,Rural
Kerala,Wayanad,Mananthavady,SHC,Muttankara,Urban
Kerala,Wayanad,Panamaram,SHC,Neervaram,Rural
Kerala,Wayanad,Mananthavady,SHC,Niravilpuzha,Rural
Kerala,Wayanad,Mananthavady,SHC,Ondayangadi,Urban
Kerala,Wayanad,Mananthavady,SHC,Ozhakkody,Urban
Kerala,Wayanad,Mananthavady,SHC,Palayana,Rural
Kerala,Wayanad,Mananthavady,SHC,Paleri,Rural
Kerala,Wayanad,Panamaram,SHC,Palliyara,Rural
Kerala,Wayanad,Mananthavady,SHC,Panavally,Rural
Kerala,Wayanad,Mananthavady,SHC,Payingattiri,Rural
Kerala,Wayanad,Mananthavady,SHC,Payyampally,Urban
Kerala,Wayanad,Mananthavady,SHC,Peria  34,Rural
Kerala,Wayanad,Mananthavady,SHC,Pilakav,Urban
Kerala,Wayanad,Mananthavady,SHC,Poroor,Rural
Kerala,Wayanad,Mananthavady,SHC,Pulinjal,Rural
Kerala,Wayanad,Mananthavady,SHC,Puthiyedom,Rural
Kerala,Wayanad,Mananthavady,SHC,Puthussery,Rural
Kerala,Wayanad,Notmapped,SHC,RGUHWC Payyampally,Urban
Kerala,Wayanad,Mananthavady,SHC,Thannikkal,Urban
Kerala,Wayanad,Mananthavady,SHC,Thavinhal,Rural
Kerala,Wayanad,Mananthavady,SHC,Thettamala,Rural
Kerala,Wayanad,Mananthavady,SHC,Tholpetty,Rural
Kerala,Wayanad,Mananthavady,SHC,Thonichal,Rural
Kerala,Wayanad,Mananthavady,SHC,Thrissilery,Rural
Kerala,Wayanad,Mananthavady,SHC,Valat,Rural
Kerala,Wayanad,Mananthavady,SHC,Valery,Rural
Kerala,Wayanad,Mananthavady,SHC,Varambetta-Vellamunda,Rural
Kerala,Wayanad,Mananthavady,SHC,Venmany,Rural
Kerala,Wayanad,Mananthavady,SDH,GOVT. TRIBAL HOSPITAL  NALOORNAD,Rural
Kerala,Wayanad,Sulthan Bathery,CHC,CHC MEENANGADY,Rural
Kerala,Wayanad,Panamaram,CHC,CHC PULPALLY,Rural
Kerala,Wayanad,Sulthan Bathery,CHC,FHC  AMBALAVAYAL,Rural
Kerala,Wayanad,Sulthan Bathery,PHC,PHC CHEERAL,Rural
Kerala,Wayanad,Sulthan Bathery,PHC,PHC CHETHALAYAM,Urban
Kerala,Wayanad,Sulthan Bathery,PHC,PHC CHULLIODE,Rural
Kerala,Wayanad,Panamaram,PHC,PHC MULLANKOLLY,Rural
Kerala,Wayanad,Sulthan Bathery,PHC,PHC NOOLPUZHA,Rural
Kerala,Wayanad,Panamaram,PHC,PHC PAKKOM,Rural
Kerala,Wayanad,Notmapped,PHC,PHC POOTHADI,Rural
Kerala,Wayanad,Notmapped,PHC,UPHC VENGOOR,Urban
Kerala,Wayanad,Panamaram,SHC,Adikolly,Rural
Kerala,Wayanad,Panamaram,SHC,Aloorkunnu,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Ambukuthy,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Anappara,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Appad,Rural
Kerala,Wayanad,Panamaram,SHC,Chamapara,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Cheengavallam,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Cheengeri,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Cheeral,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Cheeramkunnu,Rural
Kerala,Wayanad,Panamaram,SHC,Cheeyambam,Rural
Kerala,Wayanad,Panamaram,SHC,Chekady,Rural
Kerala,Wayanad,Panamaram,SHC,Chembakapatta,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Choothupara,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Eruthukallu,Rural
Kerala,Wayanad,Panamaram,SHC,Irulam,Rural
Kerala,Wayanad,Panamaram,SHC,Irupood,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Kalloor,Rural
Kerala,Wayanad,Panamaram,SHC,Kalloorkunnu,Rural
Kerala,Wayanad,Panamaram,SHC,Kalluvayal,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Karadippara,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Karassery,Rural
Kerala,Wayanad,Panamaram,SHC,Kavadom,Rural
Kerala,Wayanad,Panamaram,SHC,Kenichira,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Kolagappara,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Kolembetta,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Koliyadi,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Kumbalery,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Kuppadi,Urban
Kerala,Wayanad,Sulthan Bathery,SHC,Main Centre 24X7NOOLPUZHA,Rural
Kerala,Wayanad,Panamaram,SHC,Main Centre 24X7 PHC POOTHADI,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Main Centre CHC AMBALAVAYAL,Rural
Kerala,Wayanad,Panamaram,SHC,Main Centre CHC PULPALLY,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Main Centre CHEERAL,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Main Centre CHULLIODE,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Main Centre PHC CHETHALAYAM,Urban
Kerala,Wayanad,Panamaram,SHC,Main Centre PHC PAKKOM,Rural
Kerala,Wayanad,Panamaram,SHC,Marakkadavu,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,MEENANGADY MAIN CENTRE,Rural
Kerala,Wayanad,Panamaram,SHC,Millumukku,Rural
Kerala,Wayanad,Panamaram,SHC,Moozhimala,Rural
Kerala,Wayanad,Panamaram,SHC,MULLANKOLLY Main Centre,Rural
Kerala,Wayanad,Kalpetta,SHC,Mundakai,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Mundakolly,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Munnoore,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Muthanga,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Mylampady,Rural
Kerala,Wayanad,Panamaram,SHC,Nadavayal,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Nambiarkunnu,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Nellarachal,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Padiparambu,Rural
Kerala,Wayanad,Kalpetta,SHC,Pakkom,Rural
Kerala,Wayanad,Panamaram,SHC,Palakolly,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Pathiripalam,Rural
Kerala,Wayanad,Panamaram,SHC,Pattanikoop,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Pazheri,Urban
Kerala,Wayanad,Sulthan Bathery,SHC,Pazhupathoor,Urban
Kerala,Wayanad,Sulthan Bathery,SHC,Poomala,Urban
Kerala,Wayanad,Sulthan Bathery,SHC,Poothikkad,Urban
Kerala,Wayanad,Panamaram,SHC,Pulpally South FWC 117,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Puthenkunnu,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Rattakundu,Rural
Kerala,Wayanad,Panamaram,SHC,Sasimala,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Thazhathoor,Rural
Kerala,Wayanad,Panamaram,SHC,Thazhemunda,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Thelampatta,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Thirunelly,Urban
Kerala,Wayanad,Notmapped,SHC,UHWC BEENACHI,Urban
Kerala,Wayanad,Notmapped,SHC,UHWC POOTHIKKAD,Urban
Kerala,Wayanad,Notmapped,SHC,UHWC THODUVATTY,Urban
Kerala,Wayanad,Sulthan Bathery,SHC,Vadakkanad,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Vaduvanchal,Rural
Kerala,Wayanad,Panamaram,SHC,Vakeri,Rural
Kerala,Wayanad,Panamaram,SHC,Valanchery,Rural
Kerala,Wayanad,Panamaram,SHC,Valavayal,Rural
Kerala,Wayanad,Panamaram,SHC,Vandikadavu,Rural
Kerala,Wayanad,Panamaram,SHC,Vilambukandam,Rural
Kerala,Wayanad,Sulthan Bathery,SDH,THQH SULTHAN BATHERY,Urban
Kerala,Wayanad,Kalpetta,CHC,Meppady FHC,Rural
Kerala,Wayanad,Kalpetta,CHC,Thariyode CHC,Rural
Kerala,Wayanad,Kalpetta,DH,GH Kalpetta,Urban
Kerala,Wayanad,Kalpetta,PHC FORMAT,Moopainad PHC,Rural
Kerala,Wayanad,Kalpetta,PHC FORMAT,PHC Kappukunnu,Rural
Kerala,Wayanad,Kalpetta,PHC FORMAT,PHC KOTTATHARA,Rural
Kerala,Wayanad,Kalpetta,PHC FORMAT,PHC POZHUTHANA,Rural
Kerala,Wayanad,Kalpetta,PHC FORMAT,PHC SUGANDHAGIRI,Rural
Kerala,Wayanad,Panamaram,PHC FORMAT,PHC VARADOOR,Rural
Kerala,Wayanad,Kalpetta,PHC FORMAT,PHC VAZHAVATTA,Rural
Kerala,Wayanad,Kalpetta,PHC FORMAT,PHC VENGAPALLY,Rural
Kerala,Wayanad,Kalpetta,PHC FORMAT,UPHC Munderi in Meppady,Urban
Kerala,Wayanad,Kalpetta,SHC,12th Bridge,Rural
Kerala,Wayanad,Kalpetta,SHC,Achoor,Rural
Kerala,Wayanad,Panamaram,SHC,Arimula,Rural
Kerala,Wayanad,Kalpetta,SHC,Athimoola,Rural
Kerala,Wayanad,Kalpetta,SHC,Baderi,Rural
Kerala,Wayanad,Kalpetta,SHC,Chalkavakunnu,Rural
Kerala,Wayanad,Panamaram,SHC,Cheekallur,Rural
Kerala,Wayanad,Kalpetta,SHC,Chembothara,Rural
Kerala,Wayanad,Kalpetta,SHC,Chooralmala,Rural
Kerala,Wayanad,Kalpetta,SHC,Chulukka,Rural
Kerala,Wayanad,Panamaram,SHC,Chundakkara,Rural
Kerala,Wayanad,Kalpetta,SHC,Chundale,Rural
Kerala,Wayanad,Panamaram,SHC,Echome,Rural
Kerala,Wayanad,Kalpetta,SHC,Edapatty,Rural
Kerala,Wayanad,Panamaram,SHC,FWC VARADOOR,Rural
Kerala,Wayanad,Kalpetta,SHC,Kadachikunnu,Rural
Kerala,Wayanad,Kalpetta,SHC,Kadoor,Rural
Kerala,Wayanad,Kalpetta,SHC,Kainatty,Urban
Kerala,Wayanad,Kalpetta,SHC,Kalikuni,Rural
Kerala,Wayanad,Kalpetta,SHC,Kalladi,Rural
Kerala,Wayanad,Kalpetta,SHC,Kallengeri,Rural
Kerala,Wayanad,Kalpetta,SHC,Kalluvady,Rural
Kerala,Wayanad,Kalpetta,SHC,Kalpetta South,Urban
Kerala,Wayanad,Kalpetta,SHC,Kalpetta Town,Urban
Kerala,Wayanad,Panamaram,SHC,Kambalakkad,Rural
Kerala,Wayanad,Kalpetta,SHC,Kappikad,Rural
Kerala,Wayanad,Kalpetta,SHC,Karimkutty,Rural
Kerala,Wayanad,Kalpetta,SHC,Kavumannam,Rural
Kerala,Wayanad,Kalpetta,SHC,Koottamunda,Rural
Kerala,Wayanad,Kalpetta,SHC,KOTTATHARA Main Centre,Rural
Kerala,Wayanad,Kalpetta,SHC,Kumbalad,Rural
Kerala,Wayanad,Kalpetta,SHC,Kunnembetta,Rural
Kerala,Wayanad,Kalpetta,SHC,Kurlad,Rural
Kerala,Wayanad,Kalpetta,SHC,Kurumbala,Rural
Kerala,Wayanad,Kalpetta,SHC,Kurumbalakotta,Rural
Kerala,Wayanad,Kalpetta,SHC,Lakkidi,Rural
Kerala,Wayanad,Kalpetta,SHC,Madakunnu,Rural
Kerala,Wayanad,Panamaram,SHC,Main Centre Varadoor,Rural
Kerala,Wayanad,Kalpetta,SHC,Main Centre VAZHAVATTA,Rural
Kerala,Wayanad,Kalpetta,SHC,Mandad,Rural
Kerala,Wayanad,Kalpetta,SHC,Maniankode,Urban
Kerala,Wayanad,Kalpetta,SHC,Mannalam,Rural
Kerala,Wayanad,Kalpetta,SHC,Mechana,Rural
Kerala,Wayanad,Kalpetta,SHC,MEPPADI Main Centre,Rural
Kerala,Wayanad,Kalpetta,SHC,Mundakutty,Rural
Kerala,Wayanad,Kalpetta,SHC,Nallannur,Rural
Kerala,Wayanad,Kalpetta,SHC,Nathamkuni,Rural
Kerala,Wayanad,Kalpetta,SHC,Nedumbala,Rural
Kerala,Wayanad,Kalpetta,SHC,Odampathu,Urban
Kerala,Wayanad,Kalpetta,SHC,Padinjarathara,Rural
Kerala,Wayanad,Sulthan Bathery,SHC,Panamkandy,Rural
Kerala,Wayanad,Kalpetta,SHC,Parakkunnu,Rural
Kerala,Wayanad,Kalpetta,SHC,Pariyaram,Rural
Kerala,Wayanad,Kalpetta,SHC,Peral,Rural
Kerala,Wayanad,Kalpetta,SHC,Pookot,Rural
Kerala,Wayanad,Kalpetta,SHC,Pozhuthana Main Centre,Rural
Kerala,Wayanad,Kalpetta,SHC,Pulloorkunnu,Rural
Kerala,Wayanad,Kalpetta,SHC,Pulpara,Urban
Kerala,Wayanad,Notmapped,SHC,Puthoorvayal,Urban
Kerala,Wayanad,Kalpetta,SHC,Puthusseri kadavu,Rural
Kerala,Wayanad,Kalpetta,SHC,Puzhamudy,Rural
Kerala,Wayanad,Kalpetta,SHC,Rippon,Rural
Kerala,Wayanad,Kalpetta,SHC,SUGANDHAGIRI Main Centre,Rural
Kerala,Wayanad,Kalpetta,SHC,THARIYODE Main Centre,Rural
Kerala,Wayanad,Kalpetta,SHC,Thekkumthara,Rural
Kerala,Wayanad,Kalpetta,SHC,Thinapuram,Rural
Kerala,Wayanad,Kalpetta,SHC,Thrikkaipatta,Rural
Kerala,Wayanad,Notmapped,SHC,UHWC Emily,Urban
Kerala,Wayanad,Notmapped,SHC,UHWC KALPETTA,Urban
Kerala,Wayanad,Notmapped,SHC,UHWC PUTHOORVAYAL,Urban
Kerala,Wayanad,Kalpetta,SHC,Valiapara,Rural
Kerala,Wayanad,Kalpetta,SHC,Varambetta-Kappukunnu,Rural
Kerala,Wayanad,Kalpetta,SHC,VENGAPALLY Main Centre,Rural
Kerala,Wayanad,Kalpetta,SHC,Vythiri,Rural
Kerala,Wayanad,Kalpetta,SDH FORMAT,THQH VYTHIRI,Rural
Uttar Pradesh,Agra,Achhnera,AAM-SHC (R),Abhedopura,Rural
Uttar Pradesh,Agra,Achhnera,AAM-SHC (R),Chhepokhar,Rural
Uttar Pradesh,Agra,Akola,AAM-SHC (R),Baikheda,Rural
Uttar Pradesh,Agra,Akola,AAM-SHC (R),Balhera,Rural
Uttar Pradesh,Agra,Akola,AAM-SHC (R),Dhanoi,Rural
Uttar Pradesh,Agra,Akola,AAM-SHC (R),HWC Jarua Katra,Rural
Uttar Pradesh,Agra,Akola,AAM-SHC (R),Lalau,Rural
Uttar Pradesh,Agra,Akola,AAM-SHC (R),Mankeda,Rural
Uttar Pradesh,Agra,Akola,AAM-SHC (R),Nagla Jairam,Rural
Uttar Pradesh,Agra,Akola,AAM-SHC (R),Ramnagar,Rural
Uttar Pradesh,Agra,Akola,AAM-SHC (R),SC Akola,Rural
Uttar Pradesh,Agra,Akola,AAM-SHC (R),SC Jaingara,Rural
Uttar Pradesh,Agra,Akola,AAM-SHC (R),SC Malpura,Rural
Uttar Pradesh,Agra,Akola,AAM-SHC (R),Siroli,Rural
Uttar Pradesh,Agra,Akola,24X7 AAM-PHC (R),Malpura,Rural
Uttar Pradesh,Agra,Akola,NON-FRU CHC,CHC Akola,Rural
Uttar Pradesh,Agra,Barauli Ahir,AAM-SHC (R),Baad,Rural
Uttar Pradesh,Agra,Barauli Ahir,AAM-SHC (R),Bachera,Rural
Uttar Pradesh,Agra,Barauli Ahir,AAM-SHC (R),Bahaita,Rural
Uttar Pradesh,Agra,Barauli Ahir,AAM-SHC (R),Bamroli Katara,Rural
Uttar Pradesh,Agra,Barauli Ahir,AAM-SHC (R),Baroli Ahir,Rural
Uttar Pradesh,Agra,Barauli Ahir,AAM-SHC (R),Baroli Gujar,Rural
Uttar Pradesh,Agra,Barauli Ahir,AAM-SHC (R),Bhadai,Rural
Uttar Pradesh,Agra,Barauli Ahir,AAM-SHC (R),Bhai,Rural
Uttar Pradesh,Agra,Barauli Ahir,AAM-SHC (R),Bilhaini,Rural
Uttar Pradesh,Agra,Barauli Ahir,AAM-SHC (R),Bisarna,Rural
Uttar Pradesh,Agra,Barauli Ahir,AAM-SHC (R),Biseri Bhand,Rural
Uttar Pradesh,Agra,Barauli Ahir,AAM-SHC (R),Budhana,Rural
Uttar Pradesh,Agra,Barauli Ahir,AAM-SHC (R),Chamroli Kahrai,Rural
